sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.7581;5.861;2.5666;136.3636;-0.2;-36.2;7.1;167.69;-57.27;-47.06;68.703;19.519363;-96.91549;4331.62;2.16;19.35484;17 / 18;87.1;23.0;3.628;510945;2014-11-09 13:47:58:917
3.1795;5.8993;2.0686;285.7143;-0.2;-36.6;-1.4;182.45;-57.26;-56.95;64.58;19.519363;-96.91549;4331.62;2.16;19.35484;17 / 18;87.1;23.0;3.628;511446;2014-11-09 13:47:59:418
4.0223;6.0525;3.6775;364.881;0.2;-37.0;1.0;178.18;-51.94;-47.99;62.607;19.519356;-96.91549;4331.9;2.28;51.612904;17 / 18;87.1;23.0;3.628;511967;2014-11-09 13:47:59:939
5.1332;7.8913;5.5545;388.0953;0.2;-37.2;-2.3;183.51;-47.49;-47.42;64.612;19.519356;-96.91549;4331.9;2.28;51.612904;17 / 18;87.1;23.0;3.628;512468;2014-11-09 13:48:00:440
5.1715;9.0405;6.1292;423.8095;0.7;-37.2;-3.8;190.16;-58.14;-34.36;65.983;19.519348;-96.91548;4332.22;2.32;19.35484;17 / 18;87.1;23.0;3.628;512968;2014-11-09 13:48:00:940
3.5243;8.4659;3.1795;361.3095;1.6;-37.2;1.0;180.9;-55.58;-54.28;65.282;19.519339;-96.915474;4332.55;2.37;19.35484;17 / 18;87.1;23.0;3.628;513470;2014-11-09 13:48:01:442
2.5666;6.6655;3.1795;526.7857;8.1;-36.6;-9.3;204.73;-46.22;-51.69;67.038;19.519339;-96.915474;4332.55;2.37;19.35484;17 / 18;87.1;23.0;3.628;513971;2014-11-09 13:48:01:943
3.6392;5.3247;2.988;512.5;8.7;-35.3;-6.6;204.16;-47.02;-46.56;68.773;19.519333;-96.915474;4332.58;0.0;19.35484;17 / 18;87.1;23.0;3.628;514479;2014-11-09 13:48:02:451
6.2058;6.0525;4.7118;673.8095;6.9;-34.7;-16.7;222.46;-47.44;-45.93;67.447;19.519333;-96.915474;4332.58;0.0;19.35484;17 / 18;87.1;23.0;3.628;514979;2014-11-09 13:48:02:951
1.1492;5.2481;9.0788;878.5714;19.5;-27.3;-17.9;234.46;-29.83;-7.21;65.488;19.519323;-96.915474;4332.84;1.17;19.35484;17 / 18;87.1;23.0;3.628;515497;2014-11-09 13:48:03:469
0.6512;5.4013;7.7381;361.3095;22.4;-25.2;-16.1;241.74;-35.05;-6.13;66.986;19.519323;-96.915474;4332.84;1.17;19.35484;17 / 18;87.1;23.0;3.628;515997;2014-11-09 13:48:03:969
-1.3024;6.4739;6.7038;821.4286;27.7;-15.2;-19.8;277.28;-36.91;11.06;68.661;19.519316;-96.915474;4332.88;0.0;25.806452;17 / 18;87.1;23.0;3.628;516500;2014-11-09 13:48:04:472
-1.8771;6.857;6.2441;817.2619;28.2;-15.4;-19.8;292.94;-47.56;14.53;66.892;19.519316;-96.915474;4332.88;0.0;25.806452;17 / 18;87.1;23.0;3.628;517001;2014-11-09 13:48:04:973
-1.7621;6.9336;6.2824;807.7381;28.7;-15.2;-19.5;292.46;-47.28;16.5;66.135;19.519308;-96.915474;4332.93;0.0;25.806452;17 / 17;87.1;23.0;3.628;517507;2014-11-09 13:48:05:479
-1.8004;6.9719;5.9759;783.9286;28.9;-15.4;-19.1;292.44;-47.71;16.04;69.398;19.519308;-96.915474;4332.93;0.0;25.806452;17 / 17;87.1;23.0;3.628;518008;2014-11-09 13:48:05:980
-1.8771;7.0868;6.0525;778.5714;28.9;-15.6;-18.7;294.86;-49.91;17.38;66.925;19.519299;-96.91547;4332.97;0.0;25.806452;17 / 17;87.1;23.0;3.628;518508;2014-11-09 13:48:06:480
-1.992;7.2018;6.0142;788.0952;29.1;-15.6;-18.5;290.76;-48.26;17.0;67.181;19.519299;-96.91547;4332.97;0.0;25.806452;17 / 17;87.1;23.0;3.628;519008;2014-11-09 13:48:06:980
-1.8387;7.0485;5.7461;783.3333;29.1;-15.6;-18.5;292.87;-49.44;17.74;64.197;19.519287;-96.91547;4333.02;0.0;25.806452;17 / 17;87.1;23.0;3.628;519509;2014-11-09 13:48:07:481
-1.6855;7.0102;6.2824;583.9286;28.9;-15.4;-19.5;291.75;-46.23;16.96;63.154;19.519287;-96.91547;4333.02;0.0;25.806452;17 / 17;87.1;23.0;3.628;520009;2014-11-09 13:48:07:981
-1.5706;7.0485;6.1292;581.5476;28.3;-14.8;-21.2;294.05;-47.98;13.46;62.654;19.519276;-96.91546;4333.06;0.0;19.35484;17 / 17;87.1;23.0;3.628;520509;2014-11-09 13:48:08:481
-0.9577;7.3167;6.0142;533.9286;28.1;-14.8;-21.6;297.12;-48.68;13.95;62.434;19.519276;-96.91546;4333.06;0.0;19.35484;17 / 17;87.1;23.0;3.628;521010;2014-11-09 13:48:08:982
-1.3408;6.9719;6.1292;629.7619;28.1;-15.2;-21.6;294.64;-48.02;12.34;65.223;19.519266;-96.91545;4333.08;0.0;19.35484;17 / 17;87.1;23.0;3.628;521510;2014-11-09 13:48:09:482
-1.1492;7.2401;5.9376;708.9286;28.7;-15.2;-21.8;297.21;-50.23;13.16;63.611;19.519266;-96.91545;4333.08;0.0;19.35484;17 / 17;87.1;23.0;3.628;522010;2014-11-09 13:48:09:982
-0.8045;7.355;6.0525;594.6428;29.3;-15.2;-22.0;294.58;-51.26;9.77;64.865;19.519258;-96.91544;4333.07;0.0;19.35484;17 / 17;87.1;23.0;3.628;522510;2014-11-09 13:48:10:482
-0.8428;7.4699;5.6312;677.381;28.8;-15.6;-22.8;294.13;-53.61;6.84;63.95;19.519258;-96.91544;4333.07;0.0;19.35484;17 / 17;87.1;23.0;3.628;523010;2014-11-09 13:48:10:982
-1.0726;7.6998;5.0182;702.381;27.3;-12.5;-29.3;312.93;-58.66;7.57;63.152;19.519253;-96.91544;4333.04;0.0;19.35484;17 / 17;87.1;23.0;3.628;523510;2014-11-09 13:48:11:482
-1.1109;8.351;4.9799;751.1905;25.7;-12.4;-29.8;336.49;-61.84;23.26;67.266;19.519253;-96.91544;4333.04;0.0;19.35484;17 / 17;87.1;23.0;3.628;524010;2014-11-09 13:48:11:982
0.2682;7.9296;4.1372;907.143;22.9;-17.7;-29.3;302.71;-60.56;-2.41;65.334;19.519243;-96.91544;4332.73;1.33;19.35484;17 / 17;87.1;23.0;3.628;524510;2014-11-09 13:48:12:482
-0.0383;8.6957;3.7924;840.4762;22.4;-17.6;-28.3;311.26;-66.31;1.15;69.408;19.519243;-96.91544;4332.73;1.33;19.35484;17 / 17;87.1;23.0;3.628;525010;2014-11-09 13:48:12:982
-0.0383;8.1211;3.371;807.1429;22.8;-17.9;-27.5;321.2;-63.77;13.03;71.437;19.519243;-96.91544;4332.73;1.33;19.35484;17 / 17;87.1;23.0;3.628;525511;2014-11-09 13:48:13:483
0.0;8.0828;4.7501;329.1667;23.2;-17.1;-27.7;304.43;-60.68;-0.47;67.871;19.519243;-96.91544;4332.73;1.33;19.35484;17 / 17;87.1;23.0;3.628;526012;2014-11-09 13:48:13:984
0.1532;8.1594;4.9416;335.1191;23.0;-15.8;-29.2;304.63;-59.42;-1.35;66.952;19.519243;-96.91544;4332.73;1.33;19.35484;17 / 17;87.1;23.0;3.628;526512;2014-11-09 13:48:14:484
-0.0383;8.2361;4.865;974.4048;22.6;-15.4;-29.8;303.78;-58.75;-3.55;68.289;19.519243;-96.91544;4332.73;1.33;19.35484;17 / 17;87.1;23.0;3.628;527012;2014-11-09 13:48:14:984
-0.1149;8.1594;4.8267;135.0;23.0;-15.0;-30.0;309.44;-58.79;1.33;68.885;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 18;87.1;23.0;3.628;527513;2014-11-09 13:48:15:485
-0.1532;8.0445;4.7118;118.2955;23.5;-15.0;-30.0;309.48;-59.63;1.86;68.943;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 18;87.1;23.0;3.628;528013;2014-11-09 13:48:15:985
-0.1149;8.1211;4.9416;118.9773;23.5;-15.0;-30.0;308.11;-59.27;0.91;71.322;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 18;87.1;23.0;3.628;528514;2014-11-09 13:48:16:486
-0.1149;8.1211;4.865;779.1667;23.5;-15.0;-30.0;308.47;-59.07;1.35;69.42;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 18;87.1;23.0;3.628;529014;2014-11-09 13:48:16:986
0.0;8.0062;4.8267;1345.0;23.5;-14.8;-30.2;306.79;-58.92;0.0;66.938;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;529515;2014-11-09 13:48:17:487
0.0383;8.1594;4.7118;993.4524;23.5;-15.2;-29.6;307.06;-59.99;-0.47;66.77;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;530015;2014-11-09 13:48:17:987
0.0;8.1594;4.7501;950.5952;23.5;-15.4;-29.4;306.27;-60.0;0.0;69.952;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;530515;2014-11-09 13:48:18:487
0.0;8.1211;4.7501;945.8334;22.9;-15.2;-30.0;308.54;-59.68;0.0;71.092;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;531016;2014-11-09 13:48:18:988
0.0;8.1594;4.7501;993.4524;22.9;-15.0;-30.4;308.86;-60.11;0.0;72.618;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;531516;2014-11-09 13:48:19:488
0.0;8.1594;4.7118;992.8572;23.3;-15.2;-30.2;308.78;-60.0;0.0;69.66;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;532016;2014-11-09 13:48:19:988
0.0;8.2361;4.7501;973.8096;23.3;-15.2;-30.2;308.93;-60.2;0.0;68.602;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;532516;2014-11-09 13:48:20:488
0.0;8.1977;4.7118;969.643;23.3;-15.2;-30.2;308.86;-60.11;0.0;66.044;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;533016;2014-11-09 13:48:20:988
-0.0766;8.1594;4.7501;973.8096;23.5;-15.2;-30.0;308.13;-59.99;0.47;65.881;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;533516;2014-11-09 13:48:21:488
-0.0766;8.1594;4.7118;992.8572;23.5;-15.2;-30.0;308.67;-59.99;0.93;65.62;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;534016;2014-11-09 13:48:21:988
-0.4597;7.9679;4.7501;998.2144;23.5;-15.2;-29.8;309.11;-59.84;1.41;64.338;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;534516;2014-11-09 13:48:22:488
-0.0383;7.6998;5.5545;1371.6666;23.7;-20.3;-25.8;291.78;-54.19;0.4;64.659;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;535016;2014-11-09 13:48:22:988
2.0303;7.4699;5.861;1361.9048;23.7;-22.9;-22.0;263.47;-50.56;-15.84;64.338;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;535516;2014-11-09 13:48:23:488
2.0686;8.0828;7.0485;902.9762;17.5;-30.1;-18.0;243.48;-47.73;-16.36;68.597;19.51924;-96.915436;4332.69;0.0;38.709675;17 / 17;87.1;23.0;3.628;536016;2014-11-09 13:48:23:988
1.3791;6.9336;5.5545;601.7857;16.2;-33.1;-10.4;227.4;-50.46;-13.94;66.821;19.51924;-96.915436;4332.69;0.0;38.709675;16 / 17;87.1;23.0;3.628;536516;2014-11-09 13:48:24:488
1.2641;5.8993;4.5203;907.143;15.5;-31.0;-18.7;247.85;-51.49;-15.62;65.116;19.51924;-96.915436;4332.69;0.0;38.709675;16 / 17;87.1;23.0;3.628;537016;2014-11-09 13:48:24:988
3.0263;6.5505;7.5465;783.9286;16.5;-30.7;-13.7;226.44;-38.86;-21.85;65.471;19.519236;-96.91542;4333.65;1.75;19.35484;16 / 17;87.1;23.0;3.628;537516;2014-11-09 13:48:25:488
3.6009;6.3207;7.4316;660.119;17.2;-31.4;-15.1;226.23;-37.43;-25.85;67.143;19.519236;-96.91542;4333.65;1.75;19.35484;16 / 17;87.1;23.0;3.628;538016;2014-11-09 13:48:25:988
1.5323;8.2744;9.7683;1417.1428;18.0;-30.3;-19.0;238.4;-39.92;-8.91;62.907;19.519228;-96.915436;4333.63;2.45;25.806452;16 / 18;87.1;23.0;3.628;538516;2014-11-09 13:48:26:488
2.6432;8.4659;6.4356;729.1667;16.0;-32.2;-14.6;235.11;-50.59;-22.33;64.157;19.519228;-96.915436;4333.63;2.45;25.806452;16 / 18;87.1;23.0;3.628;539016;2014-11-09 13:48:26:988
2.0686;8.1594;7.2784;1343.0952;16.7;-29.1;-21.6;263.02;-54.36;-13.18;63.01;19.519218;-96.915436;4333.36;2.5;25.806452;17 / 18;87.1;23.0;3.628;539517;2014-11-09 13:48:27:489
1.9537;5.7078;4.5969;816.6667;16.4;-30.8;-15.6;236.21;-48.81;-23.03;63.403;19.519218;-96.915436;4333.36;2.5;25.806452;17 / 18;87.1;23.0;3.628;540017;2014-11-09 13:48:27:989
0.8428;5.7844;4.367;707.7381;16.1;-28.6;-22.2;236.22;-36.83;-30.28;64.558;19.51921;-96.915436;4333.02;2.31;19.35484;17 / 18;87.1;23.0;3.628;540517;2014-11-09 13:48:28:489
3.371;7.3933;7.4316;486.9048;17.6;-29.2;-16.3;234.02;-42.18;-24.4;64.78;19.51921;-96.915436;4333.02;2.31;19.35484;17 / 18;87.1;23.0;3.628;541017;2014-11-09 13:48:28:989
4.2521;7.6231;7.0485;565.4762;19.6;-26.9;-19.9;253.1;-47.51;-13.44;64.118;19.519201;-96.915436;4332.55;2.18;51.612904;17 / 18;87.1;23.0;3.628;541517;2014-11-09 13:48:29:489
0.8428;8.2744;6.3973;329.1667;17.9;-26.5;-23.3;270.38;-52.05;-7.5;64.226;19.519201;-96.915436;4332.55;2.18;51.612904;17 / 18;87.1;23.0;3.628;542017;2014-11-09 13:48:29:989
1.5706;7.0485;4.367;411.3095;19.4;-28.2;-15.6;244.12;-51.93;-23.0;64.652;19.519196;-96.91544;4332.17;2.0;19.35484;17 / 18;87.1;23.0;3.628;542517;2014-11-09 13:48:30:489
1.3408;5.7844;4.6735;358.9286;17.3;-24.6;-28.2;272.21;-49.95;-16.01;64.945;19.519196;-96.91544;4332.17;2.0;19.35484;17 / 18;87.1;23.0;3.628;543017;2014-11-09 13:48:30:989
2.5666;5.1332;6.0525;401.1905;15.9;-29.7;-19.9;233.05;-36.08;-20.97;69.485;19.519188;-96.91544;4332.04;1.92;19.35484;17 / 18;87.1;23.0;3.628;543517;2014-11-09 13:48:31:489
2.7198;5.6312;4.5969;441.6667;16.1;-28.9;-21.5;238.53;-44.33;-36.15;66.466;19.519188;-96.91544;4332.04;1.92;19.35484;17 / 18;87.1;23.0;3.628;544018;2014-11-09 13:48:31:990
3.7158;9.0788;7.7381;343.4524;15.9;-28.9;-24.7;261.87;-50.53;-15.58;64.21;19.519188;-96.91544;4332.04;1.92;19.35484;17 / 18;87.1;23.0;3.628;544518;2014-11-09 13:48:32:490
2.2601;7.853;6.0908;395.8333;17.2;-28.5;-19.8;250.84;-50.4;-20.36;65.068;19.519188;-96.91544;4332.04;1.92;19.35484;17 / 18;87.1;23.0;3.628;545018;2014-11-09 13:48:32:990
1.8387;5.6695;4.9799;508.3334;16.9;-28.7;-23.3;240.31;-40.81;-32.39;63.96;19.519175;-96.91544;4331.81;2.52;25.806452;17 / 18;87.1;23.0;3.628;545518;2014-11-09 13:48:33:490
2.4517;5.2481;5.861;536.3095;15.5;-29.9;-17.5;231.31;-39.56;-22.7;63.967;19.519175;-96.91544;4331.81;2.52;25.806452;17 / 18;87.1;23.0;3.628;546018;2014-11-09 13:48:33:990
3.1412;5.861;5.861;536.3095;15.5;-29.9;-20.7;237.57;-41.39;-28.19;66.798;19.519167;-96.91544;4331.55;2.44;38.709675;17 / 18;87.1;23.0;3.628;546518;2014-11-09 13:48:34:490
3.0646;6.0525;7.7764;580.9524;15.7;-29.4;-20.2;234.21;-35.91;-21.51;63.031;19.519167;-96.91544;4331.55;2.44;38.709675;17 / 18;87.1;23.0;3.628;547018;2014-11-09 13:48:34:990
2.2984;8.1211;5.5545;565.4762;17.4;-30.2;-14.3;238.96;-53.49;-22.48;65.019;19.51916;-96.91545;4331.3;2.36;19.35484;17 / 18;87.1;23.0;3.628;547519;2014-11-09 13:48:35:491
-0.9577;4.6352;8.6574;625.0;27.7;-15.1;-25.0;269.72;-28.02;6.31;64.668;19.51916;-96.91545;4331.3;2.36;19.35484;17 / 18;87.1;23.0;3.628;548019;2014-11-09 13:48:35:991
-1.8004;4.3287;7.2784;518.4524;29.2;-21.1;-17.2;254.99;-30.0;13.89;64.408;19.519152;-96.91545;4331.1;2.47;19.35484;17 / 18;87.1;23.0;3.628;548519;2014-11-09 13:48:36:491
0.1915;5.363;5.8993;124.4318;27.2;-23.6;-17.9;257.22;-42.26;-1.86;73.936;19.519152;-96.91545;4331.1;2.47;19.35484;17 / 18;87.1;23.0;3.628;549019;2014-11-09 13:48:36:991
-0.9194;3.7541;9.0022;123.0682;26.8;-21.5;-19.8;246.64;-22.53;5.83;71.105;19.519148;-96.91546;4330.89;2.11;38.709675;17 / 18;87.1;23.0;3.628;549519;2014-11-09 13:48:37:491
-1.4174;1.3791;10.9559;3002.3257;26.6;-20.5;-22.2;235.09;-7.12;7.37;69.469;19.519148;-96.91546;4330.89;2.11;38.709675;17 / 18;87.1;23.0;3.628;550020;2014-11-09 13:48:37:992
-2.988;0.0383;11.0325;3772.5967;27.0;-19.0;-23.1;237.68;-11.0;13.63;70.17;19.519144;-96.915474;4330.63;1.88;38.709675;17 / 18;87.1;23.0;3.628;550521;2014-11-09 13:48:38:493
-2.2601;0.4597;9.3087;4351.783;19.9;-21.4;-24.7;214.65;-2.75;13.65;64.949;19.519144;-96.915474;4330.63;1.88;38.709675;17 / 18;87.1;23.0;3.628;551021;2014-11-09 13:48:38:993
-2.2984;0.6895;8.9256;4794.5737;23.1;-20.6;-26.3;224.51;-6.96;12.41;69.62;19.519136;-96.91548;4330.23;1.96;38.709675;17 / 18;87.1;23.0;3.628;551521;2014-11-09 13:48:39:493
-0.7661;0.9577;7.5848;5205.7363;15.3;-24.5;-27.9;211.0;-7.16;5.77;71.153;19.519136;-96.91548;4330.23;1.96;38.709675;17 / 18;87.1;23.0;3.628;552021;2014-11-09 13:48:39:993
-0.498;0.6129;7.4316;5122.054;19.1;-23.1;-28.1;219.77;-4.7;3.83;69.697;19.51913;-96.91549;4330.04;2.07;19.35484;16 / 18;87.1;23.0;3.628;552521;2014-11-09 13:48:40:493
-1.0726;-0.6129;8.9639;5206.3955;17.3;-23.8;-27.3;207.83;3.88;6.82;67.563;19.51913;-96.91549;4330.04;2.07;19.35484;16 / 18;87.1;23.0;3.628;553021;2014-11-09 13:48:40:993
-0.3831;-0.8811;12.4498;5469.961;19.2;-22.3;-26.9;217.24;4.05;1.76;65.163;19.519123;-96.915504;4329.71;2.14;19.35484;16 / 18;87.1;23.0;3.628;553521;2014-11-09 13:48:41:493
-1.1875;1.6089;12.9862;5442.946;20.1;-22.7;-27.5;222.11;-7.03;5.22;68.397;19.519123;-96.915504;4329.71;2.14;19.35484;16 / 18;87.1;23.0;3.628;554021;2014-11-09 13:48:41:993
-0.7278;0.8045;10.1514;5237.3643;16.7;-21.3;-27.9;218.74;-4.52;4.1;64.298;19.51912;-96.915504;4329.5;2.18;25.806452;17 / 18;87.1;23.0;3.628;554522;2014-11-09 13:48:42:494
-1.6855;0.0766;9.6917;5201.124;20.5;-13.3;-32.0;230.07;-0.45;9.87;65.625;19.51912;-96.915504;4329.5;2.18;25.806452;17 / 18;87.1;23.0;3.628;555022;2014-11-09 13:48:42:994
-0.6895;1.0726;8.0445;5153.682;18.9;-23.5;-28.5;224.12;-6.38;-0.34;68.738;19.51912;-96.915504;4329.5;2.18;25.806452;17 / 18;87.1;23.0;3.628;555522;2014-11-09 13:48:43:494
-1.0726;0.498;7.6231;4990.2715;24.4;-14.0;-29.9;238.85;-3.7;8.01;64.405;19.51912;-96.915504;4329.5;2.18;25.806452;17 / 18;87.1;23.0;3.628;556022;2014-11-09 13:48:43:994
0.4214;1.494;6.7804;4853.217;21.1;-21.4;-29.2;207.72;10.15;13.04;68.374;19.51911;-96.915504;4329.23;2.32;19.35484;17 / 18;87.1;23.0;3.628;556522;2014-11-09 13:48:44:494
0.6895;-1.0726;10.1897;4658.178;24.4;-13.5;-29.2;238.65;6.0;-3.87;68.136;19.51911;-96.915504;4329.23;2.32;19.35484;17 / 18;87.1;23.0;3.628;557022;2014-11-09 13:48:44:994
-1.7238;-2.7964;11.224;4494.7676;22.4;-17.0;-29.2;230.24;0.0;3.03;68.067;19.51911;-96.915504;4329.23;2.32;19.35484;17 / 18;87.1;23.0;3.628;557522;2014-11-09 13:48:45:494
0.2682;-0.1915;12.1434;4489.496;22.4;-15.0;-29.6;235.69;0.9;-1.26;68.033;19.51911;-96.915504;4329.23;2.32;19.35484;17 / 18;87.1;23.0;3.628;558023;2014-11-09 13:48:45:995
-1.3024;0.6129;12.0285;4193.6436;23.3;-13.3;-30.5;240.28;-6.72;13.19;67.715;19.519104;-96.91551;4328.89;2.47;19.35484;17 / 18;87.1;23.0;3.628;558523;2014-11-09 13:48:46:495
0.1915;0.1149;12.6031;4003.876;18.9;-16.3;-30.9;235.98;-5.73;0.0;76.509;19.519104;-96.91551;4328.89;2.47;19.35484;17 / 18;87.1;23.0;3.628;559023;2014-11-09 13:48:46:995
-0.7661;0.8811;8.734;3925.465;22.8;-13.6;-31.5;239.97;-2.49;2.18;76.001;19.519093;-96.91551;4328.8;2.53;19.35484;17 / 18;87.1;23.0;3.628;559523;2014-11-09 13:48:47:495
-0.3065;0.9577;8.0062;3835.194;21.5;-19.0;-29.5;233.71;-6.82;2.19;75.727;19.519093;-96.91551;4328.8;2.53;19.35484;17 / 18;87.1;23.0;3.628;560023;2014-11-09 13:48:47:995
0.5746;-0.2682;8.3893;3703.411;23.2;-15.2;-30.3;234.89;5.36;-3.95;69.41;19.51908;-96.91551;4328.61;2.55;19.35484;17 / 18;87.1;23.0;3.628;560523;2014-11-09 13:48:48:495
-1.5323;-1.7238;9.6534;3561.744;23.0;-18.2;-29.9;217.47;10.0;9.02;66.145;19.51908;-96.91551;4328.61;2.55;19.35484;17 / 18;87.1;23.0;3.628;561023;2014-11-09 13:48:48:995
-0.8428;2.873;11.2623;3513.6436;21.0;-21.8;-28.4;233.3;-14.27;4.28;63.31;19.519068;-96.91551;4328.5;2.54;38.709675;17 / 18;87.1;23.0;3.628;561523;2014-11-09 13:48:49:495
-0.0383;2.1452;9.4619;3344.9612;21.2;-19.4;-27.7;239.47;-12.77;0.23;66.799;19.519068;-96.91551;4328.5;2.54;38.709675;17 / 18;87.1;23.0;3.628;562023;2014-11-09 13:48:49:995
-0.1915;1.8387;8.6191;3324.535;21.6;-21.6;-28.2;233.92;-12.04;1.27;72.393;19.51906;-96.91552;4328.48;2.53;25.806452;17 / 18;87.1;23.0;3.628;562524;2014-11-09 13:48:50:496
0.498;0.6895;8.5808;3377.248;20.6;-22.9;-27.6;227.37;-4.59;-3.32;71.17;19.51906;-96.91552;4328.48;2.53;25.806452;17 / 18;87.1;23.0;3.628;563026;2014-11-09 13:48:50:998
1.1875;1.494;9.5002;3124.2249;15.0;-26.1;-27.2;225.26;-15.29;-8.41;66.679;19.519053;-96.91552;4328.44;2.43;25.806452;17 / 18;87.1;23.0;3.628;563526;2014-11-09 13:48:51:498
0.0;1.1492;10.2663;2981.8992;1.1;-29.8;-26.6;182.14;-6.39;0.0;72.878;19.519053;-96.91552;4328.44;2.43;25.806452;17 / 18;87.1;23.0;3.628;564026;2014-11-09 13:48:51:998
0.0766;0.8811;9.9216;2960.155;-2.3;-30.3;-26.1;173.63;-12.19;1.46;71.251;19.519049;-96.91552;4328.59;1.03;25.806452;17 / 18;87.1;23.0;3.628;564526;2014-11-09 13:48:52:498
-0.2298;0.3448;10.3046;3149.9224;-18.8;-19.3;-30.3;132.47;-1.92;1.28;73.054;19.519049;-96.91552;4328.59;1.03;25.806452;17 / 18;87.1;23.0;3.628;565026;2014-11-09 13:48:52:998
-1.0343;0.0383;10.1514;3002.9844;-23.7;-14.4;-32.0;115.22;-2.61;5.24;74.024;19.519049;-96.91552;4328.59;1.03;25.806452;17 / 18;87.1;23.0;3.628;565526;2014-11-09 13:48:53:498
1.3024;1.3024;9.0788;3234.9224;-26.5;-12.5;-30.6;108.28;-8.08;-8.16;75.473;19.519049;-96.91552;4328.59;1.03;25.806452;17 / 18;87.1;23.0;3.628;566026;2014-11-09 13:48:53:998
1.6855;3.1029;11.1857;3150.5815;-26.8;-3.8;-30.2;81.34;-13.23;-6.16;65.943;19.51904;-96.91553;4328.87;1.44;19.35484;17 / 18;87.1;23.0;3.628;566526;2014-11-09 13:48:54:498
-0.1149;1.8004;8.849;2950.2715;-26.5;-7.8;-31.2;93.74;-11.5;0.74;69.462;19.51904;-96.91553;4328.87;1.44;19.35484;17 / 18;87.1;23.0;3.628;567026;2014-11-09 13:48:54:998
1.5706;0.0;10.1131;3076.124;-25.4;-13.4;-31.8;104.44;-10.82;6.58;69.071;19.519033;-96.91553;4328.99;1.29;19.35484;17 / 18;87.1;23.0;3.628;567526;2014-11-09 13:48:55:498
0.2298;2.5283;8.6957;3228.9922;-23.8;-19.5;-27.0;119.96;-11.96;-4.29;72.425;19.519033;-96.91553;4328.99;1.29;19.35484;17 / 18;87.1;23.0;3.628;568027;2014-11-09 13:48:55:999
-0.3448;-1.4174;9.1554;3045.155;-22.8;-18.0;-30.1;120.96;-11.0;-7.2;69.437;19.519028;-96.91553;4329.14;1.8;38.709675;17 / 18;87.1;23.0;3.628;568527;2014-11-09 13:48:56:499
-0.7661;0.4214;9.845;2907.442;-15.7;-21.1;-30.0;137.23;-2.44;4.45;67.251;19.519028;-96.91553;4329.14;1.8;38.709675;17 / 18;87.1;23.0;3.628;569028;2014-11-09 13:48:57:000
1.0726;0.9577;9.3087;1485.7144;-8.4;-26.8;-30.5;173.84;-0.76;-9.63;70.822;19.519028;-96.91553;4329.14;1.8;38.709675;17 / 18;87.1;23.0;3.628;569528;2014-11-09 13:48:57:500
0.4214;1.6855;11.2623;1489.762;-8.6;-26.5;-29.5;159.7;-8.51;-2.14;65.414;19.519028;-96.91553;4329.14;1.8;38.709675;17 / 18;87.1;23.0;3.628;570028;2014-11-09 13:48:58:000
0.0383;0.5746;9.4236;1436.4286;-6.4;-28.1;-28.2;165.82;-7.31;0.24;66.266;19.519028;-96.91553;4329.14;1.8;38.709675;17 / 18;87.1;23.0;3.628;570528;2014-11-09 13:48:58:500
1.1492;0.4597;10.0365;1436.1904;13.8;-27.7;-28.2;212.55;-2.61;-6.53;69.412;19.519028;-96.91553;4329.14;1.8;38.709675;17 / 18;87.1;23.0;3.628;571028;2014-11-09 13:48:59:000
