sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.8428;5.4396;7.7381;4626.5503;2.5;-28.2;7.3;184.69;-34.95;-6.22;75.963;19.519821;-96.91555;4341.28;0.0;19.35484;15 / 15;85.6;26.0;3.671;60875;2014-11-09 13:40:28:847
1.1875;6.0142;6.8187;4494.7676;2.3;-28.2;6.9;180.97;-40.44;-12.46;75.116;19.519821;-96.91555;4341.28;0.0;19.35484;15 / 15;85.6;26.0;3.671;61375;2014-11-09 13:40:29:347
1.1109;5.1332;9.1171;4357.713;-7.2;-21.6;3.2;160.14;-29.2;-6.95;66.6;19.519823;-96.91555;4341.34;0.0;19.35484;15 / 15;85.6;26.0;3.671;61876;2014-11-09 13:40:29:848
0.4597;5.0566;8.3893;4821.589;-3.8;-23.8;3.2;169.74;-31.12;0.0;64.925;19.519823;-96.91555;4341.34;0.0;19.35484;15 / 15;85.6;26.0;3.671;62376;2014-11-09 13:40:30:348
1.8004;4.367;7.6231;4979.7285;0.1;-26.0;3.9;177.86;-29.14;-13.29;65.532;19.519823;-96.91555;4341.34;0.0;19.35484;15 / 15;85.6;26.0;3.671;62876;2014-11-09 13:40:30:848
1.2641;5.363;7.9679;4985.0;-0.7;-26.2;5.5;175.47;-35.9;-9.1;69.855;19.519823;-96.91555;4341.34;0.0;19.35484;15 / 15;85.6;26.0;3.671;63376;2014-11-09 13:40:31:348
1.3791;7.4316;6.1675;3851.6667;-5.7;-25.0;8.8;161.61;-45.83;-11.11;71.926;19.519823;-96.91555;4341.34;0.0;19.35484;13 / 15;85.6;26.0;3.671;63877;2014-11-09 13:40:31:849
2.8347;6.2058;5.9759;917.262;-5.1;-24.4;14.3;156.93;-43.18;-25.38;69.539;19.519823;-96.91555;4341.34;0.0;19.35484;13 / 15;85.6;26.0;3.671;64377;2014-11-09 13:40:32:349
2.2601;7.0485;5.7078;859.5238;-1.6;-25.4;14.4;165.56;-48.62;-19.98;68.875;19.519817;-96.91554;4341.27;0.0;51.612904;13 / 13;85.6;26.0;3.671;64877;2014-11-09 13:40:32:849
1.0343;6.4356;6.857;983.9286;2.7;-27.4;15.1;181.38;-42.86;-8.58;73.001;19.519817;-96.91554;4341.27;0.0;51.612904;13 / 13;85.6;26.0;3.671;65377;2014-11-09 13:40:33:349
0.5746;6.857;7.6998;879.1668;8.5;-28.6;13.3;194.81;-44.58;-4.32;75.077;19.519817;-96.91554;4341.27;0.0;51.612904;13 / 13;85.6;26.0;3.671;65878;2014-11-09 13:40:33:850
0.9194;6.7421;6.2824;3408.2173;19.0;-29.9;12.5;205.82;-46.55;-12.12;55.773;19.519817;-96.91554;4341.27;0.0;51.612904;13 / 13;85.6;26.0;3.671;66378;2014-11-09 13:40:34:350
0.2682;6.5505;7.5082;3709.3413;19.8;-30.3;11.3;209.7;-44.29;-9.56;43.825;19.519817;-96.91554;4341.27;0.0;51.612904;13 / 13;85.6;26.0;3.671;66878;2014-11-09 13:40:34:850
0.2298;6.7421;6.3207;3551.2017;19.4;-30.1;10.6;214.01;-42.27;2.89;42.176;19.519817;-96.91554;4341.27;0.0;51.612904;13 / 13;85.6;26.0;3.671;67379;2014-11-09 13:40:35:351
1.6089;5.5162;6.3973;3624.3413;17.7;-29.9;10.6;210.34;-42.43;-2.17;42.174;19.519817;-96.91554;4341.27;0.0;51.612904;8 / 13;85.6;26.0;3.671;67879;2014-11-09 13:40:35:851
1.992;6.8187;6.359;3345.62;16.5;-30.1;11.9;204.58;-46.71;-10.97;42.872;19.519817;-96.91554;4341.27;0.0;51.612904;8 / 13;85.6;26.0;3.671;68379;2014-11-09 13:40:36:351
0.3065;5.1332;8.2744;3213.8372;10.7;-30.1;11.1;196.42;-37.44;-8.48;43.939;19.519817;-96.91554;4341.27;0.0;51.612904;14 / 14;85.6;26.0;3.671;68879;2014-11-09 13:40:36:851
0.3448;6.5888;7.5465;435.7143;9.2;-29.5;9.2;195.68;-38.96;-5.65;65.076;19.519817;-96.91554;4341.27;0.0;51.612904;14 / 14;85.6;26.0;3.671;69380;2014-11-09 13:40:37:352
1.0726;5.4396;7.5465;349.4048;9.0;-29.3;8.7;193.7;-35.53;-10.36;71.764;19.519812;-96.91554;4340.5;0.0;25.806452;14 / 14;85.6;26.0;3.671;69881;2014-11-09 13:40:37:853
0.6895;6.0908;6.4739;335.1191;10.2;-29.7;7.9;197.96;-43.09;-6.08;70.337;19.519812;-96.91554;4340.5;0.0;25.806452;14 / 14;85.6;26.0;3.671;70381;2014-11-09 13:40:38:353
-0.0383;3.7158;8.0062;63.5455;10.2;-29.7;6.5;198.71;-38.61;-3.56;62.72;19.519812;-96.91554;4340.5;0.0;25.806452;15 / 15;85.6;26.0;3.671;70884;2014-11-09 13:40:38:856
-1.4174;5.3247;8.3127;58.6364;16.4;-29.3;4.9;212.86;-32.27;9.68;55.842;19.519812;-96.91554;4340.5;0.0;25.806452;15 / 15;85.3;25.0;3.672;71384;2014-11-09 13:40:39:356
0.6512;5.0566;7.6231;66.8182;21.2;-29.1;4.0;213.71;-33.89;-14.04;51.747;19.519812;-96.91554;4340.5;0.0;25.806452;15 / 15;85.3;25.0;3.672;71885;2014-11-09 13:40:39:857
1.2258;6.3207;8.7724;14.0741;17.1;-29.3;3.4;211.59;-35.51;-7.95;59.83;19.519812;-96.91554;4340.5;0.0;25.806452;15 / 15;85.3;25.0;3.672;72385;2014-11-09 13:40:40:357
0.2682;5.4396;7.3167;14.8148;13.0;-29.9;4.2;205.76;-34.02;0.58;52.612;19.519812;-96.91554;4340.5;0.0;25.806452;15 / 15;85.3;25.0;3.672;72885;2014-11-09 13:40:40:857
1.8387;4.7884;7.2784;34.0909;13.6;-30.5;4.4;203.31;-32.53;-14.18;59.787;19.519812;-96.91554;4340.5;0.0;25.806452;15 / 15;85.3;25.0;3.672;73385;2014-11-09 13:40:41:357
1.5706;6.2058;7.5848;67.3636;16.9;-31.1;3.8;209.93;-40.58;-9.61;55.726;19.519806;-96.91554;4339.91;1.54;51.612904;15 / 15;85.3;25.0;3.672;73885;2014-11-09 13:40:41:857
0.5363;5.4779;7.2784;63.5455;16.8;-31.5;3.6;212.37;-36.72;1.48;47.31;19.519806;-96.91554;4339.91;1.54;51.612904;15 / 15;85.3;25.0;3.672;74385;2014-11-09 13:40:42:357
1.9537;4.1372;7.7764;375.5953;16.6;-31.7;3.4;210.65;-36.35;-4.07;43.021;19.519806;-96.91554;4339.91;1.54;51.612904;15 / 15;85.3;25.0;3.672;74885;2014-11-09 13:40:42:857
0.4597;6.7421;8.1211;294.6429;20.9;-31.3;1.8;218.35;-36.04;-1.13;50.398;19.519806;-96.91554;4339.91;1.54;51.612904;15 / 15;85.3;25.0;3.672;75385;2014-11-09 13:40:43:357
-0.8045;5.0182;7.9296;46.0909;18.9;-31.3;1.4;215.02;-30.88;0.0;72.48;19.519806;-96.91554;4339.91;1.54;51.612904;15 / 15;85.3;25.0;3.672;75886;2014-11-09 13:40:43:858
0.5746;5.4779;8.1594;8.4211;19.3;-31.7;1.2;213.03;-27.2;-1.62;67.564;19.519806;-96.91554;4339.91;1.54;51.612904;15 / 15;85.3;25.0;3.672;76386;2014-11-09 13:40:44:358
0.1915;6.0908;7.8147;38.4545;21.1;-31.7;1.0;217.33;-34.15;-2.08;71.249;19.5198;-96.915535;4339.83;0.0;77.41935;15 / 15;85.3;25.0;3.672;76886;2014-11-09 13:40:44:858
0.0766;5.6695;7.5465;41.1818;21.3;-32.3;1.8;217.67;-36.31;-0.86;60.823;19.5198;-96.915535;4339.83;0.0;77.41935;15 / 15;85.3;25.0;3.672;77386;2014-11-09 13:40:45:358
0.1149;5.7461;7.5848;38.4545;20.4;-32.5;2.0;216.57;-37.1;-0.87;59.854;19.5198;-96.91553;4339.54;2.82;25.806452;14 / 14;85.3;25.0;3.672;77886;2014-11-09 13:40:45:858
0.4597;5.8227;7.5848;14.8148;19.6;-32.7;2.0;215.97;-37.24;-0.29;59.855;19.5198;-96.91553;4339.54;2.82;25.806452;14 / 14;85.3;25.0;3.672;78386;2014-11-09 13:40:46:358
0.3065;5.7844;7.5465;14.0741;19.6;-32.7;1.8;215.18;-36.38;-2.31;67.256;19.5198;-96.91553;4339.54;2.82;25.806452;14 / 14;85.3;25.0;3.672;78886;2014-11-09 13:40:46:858
0.4214;5.5929;7.6998;53.7273;19.4;-32.5;1.2;214.92;-35.95;-3.13;68.459;19.5198;-96.91553;4339.54;2.82;25.806452;14 / 14;85.3;25.0;3.672;79386;2014-11-09 13:40:47:358
0.3831;5.4396;7.6614;53.1818;19.2;-32.5;1.0;214.96;-35.67;-2.59;57.045;19.5198;-96.91552;4339.19;1.76;25.806452;14 / 14;85.3;25.0;3.672;79886;2014-11-09 13:40:47:858
1.3791;5.6695;7.4699;43.9091;18.6;-32.3;0.2;213.99;-36.74;-10.46;57.141;19.5198;-96.91552;4339.19;1.76;25.806452;14 / 14;85.3;25.0;3.672;80387;2014-11-09 13:40:48:359
1.494;6.4739;8.6957;43.3636;17.8;-32.3;-0.4;213.23;-38.61;-10.36;58.453;19.5198;-96.91552;4339.19;1.76;25.806452;13 / 14;85.3;25.0;3.672;80887;2014-11-09 13:40:48:859
-0.2682;4.3287;8.1977;6.3158;15.7;-31.7;-1.8;210.42;-27.82;1.87;57.766;19.5198;-96.91552;4339.19;1.76;25.806452;13 / 14;85.3;25.0;3.672;81387;2014-11-09 13:40:49:359
1.5706;4.1372;8.4276;9.4737;13.2;-31.3;-4.2;205.7;-22.5;-11.26;69.902;19.519796;-96.91552;4339.14;0.0;38.709675;13 / 13;85.3;25.0;3.672;81887;2014-11-09 13:40:49:859
1.5323;3.9456;8.5808;5.2632;6.4;-29.2;-7.4;196.55;-24.35;-10.12;68.622;19.519796;-96.91552;4339.14;0.0;38.709675;13 / 13;85.3;25.0;3.672;82387;2014-11-09 13:40:50:359
0.5363;3.7541;8.849;6.3158;5.1;-27.8;-8.2;193.58;-21.87;-4.36;70.415;19.519796;-96.91552;4339.14;0.0;38.709675;13 / 13;85.3;25.0;3.672;82887;2014-11-09 13:40:50:859
0.6895;4.3287;8.4276;6.3158;4.4;-27.4;-8.2;192.72;-27.11;-4.68;75.285;19.519796;-96.91552;4339.14;0.0;38.709675;13 / 13;85.3;25.0;3.672;83387;2014-11-09 13:40:51:359
0.8811;4.5203;8.2744;5.2632;4.2;-27.8;-7.4;192.43;-28.39;-6.31;70.437;19.519789;-96.91551;4339.09;0.0;38.709675;13 / 13;85.3;25.0;3.672;83887;2014-11-09 13:40:51:859
0.8428;4.4053;8.6957;6.3158;4.4;-28.6;-6.2;191.53;-29.14;-6.13;71.955;19.519789;-96.91551;4339.09;0.0;38.709675;13 / 13;85.3;25.0;3.672;84388;2014-11-09 13:40:52:360
0.4214;4.1755;8.5808;7.3684;5.2;-28.2;-7.6;192.88;-23.65;-1.01;59.71;19.519789;-96.91551;4339.09;0.0;38.709675;13 / 13;85.3;25.0;3.672;84889;2014-11-09 13:40:52:861
0.4597;4.4436;8.6957;6.8421;6.4;-28.0;-8.0;196.4;-26.54;-2.6;75.848;19.519789;-96.91551;4339.09;0.0;38.709675;13 / 13;85.3;25.0;3.672;85389;2014-11-09 13:40:53:361
-0.0766;3.7541;8.6574;7.3684;7.0;-28.2;-7.8;197.86;-24.95;-0.75;74.509;19.51978;-96.91551;4339.04;0.0;25.806452;13 / 13;85.3;25.0;3.672;85889;2014-11-09 13:40:53:861
0.1149;4.2904;8.6191;7.3684;8.0;-28.2;-8.0;200.64;-26.77;-0.52;75.409;19.51978;-96.91551;4339.04;0.0;25.806452;13 / 13;85.3;25.0;3.672;86389;2014-11-09 13:40:54:361
-0.0383;4.2904;8.4276;8.9474;8.0;-28.2;-8.2;200.97;-26.97;-1.55;75.579;19.51978;-96.91551;4339.04;0.0;25.806452;14 / 14;85.3;25.0;3.672;86889;2014-11-09 13:40:54:861
0.1532;4.1755;8.734;8.4211;7.8;-28.8;-7.6;200.49;-27.91;-1.58;76.019;19.51978;-96.91551;4339.04;0.0;25.806452;14 / 14;85.3;25.0;3.672;87389;2014-11-09 13:40:55:361
0.2682;4.2904;8.4659;7.3684;7.6;-28.8;-7.6;200.11;-26.66;-1.54;73.342;19.519772;-96.915504;4338.99;0.0;25.806452;13 / 13;85.3;25.0;3.672;87890;2014-11-09 13:40:55:862
0.5363;4.7884;8.6574;9.4737;8.1;-28.8;-8.0;198.69;-23.32;0.51;58.748;19.519772;-96.915504;4338.99;0.0;25.806452;13 / 13;85.3;25.0;3.672;88390;2014-11-09 13:40:56:362
0.3065;4.0989;8.5425;6.8421;9.1;-28.8;-7.8;202.2;-26.46;-1.3;59.994;19.519772;-96.915504;4338.99;0.0;25.806452;13 / 13;85.3;25.0;3.672;88890;2014-11-09 13:40:56:862
0.1915;5.0182;8.0828;9.4737;9.5;-29.0;-7.4;205.75;-31.83;-1.36;61.427;19.519772;-96.915504;4338.99;0.0;25.806452;13 / 13;85.3;25.0;3.672;89390;2014-11-09 13:40:57:362
0.7661;5.2098;8.0062;8.9474;9.3;-30.9;-2.4;199.93;-33.23;-1.39;59.507;19.519768;-96.915504;4338.96;0.0;25.806452;13 / 13;85.3;25.0;3.672;89891;2014-11-09 13:40:57:863
0.7661;5.2098;7.9679;6.8421;9.7;-32.1;-2.3;201.13;-33.06;-5.49;59.347;19.519768;-96.915504;4338.96;0.0;25.806452;13 / 13;85.3;25.0;3.672;90391;2014-11-09 13:40:58:363
0.996;5.2481;7.8147;4.7368;9.9;-32.1;-2.1;201.23;-33.75;-6.95;59.767;19.519768;-96.915504;4338.96;0.0;25.806452;13 / 13;85.3;25.0;3.672;90895;2014-11-09 13:40:58:867
0.9194;5.0949;8.0062;0.0;9.5;-32.1;-2.5;200.91;-32.3;-6.55;61.786;19.519768;-96.915504;4338.96;0.0;25.806452;13 / 13;85.3;25.0;3.672;91395;2014-11-09 13:40:59:367
0.8811;5.2481;8.0062;7.3684;9.5;-32.1;-2.5;201.1;-32.98;-5.79;66.898;19.519768;-96.915504;4338.96;0.0;25.806452;13 / 13;85.3;25.0;3.672;91895;2014-11-09 13:40:59:867
0.8045;5.1715;7.853;0.0;9.9;-31.9;-2.5;201.15;-33.23;-5.85;61.224;19.519768;-96.915504;4338.96;0.0;25.806452;13 / 13;85.3;25.0;3.672;92396;2014-11-09 13:41:00:368
0.7661;5.1715;7.853;4.7368;9.9;-31.9;-2.7;201.69;-32.98;-5.79;62.263;19.51976;-96.915504;4338.93;0.0;38.709675;13 / 13;85.3;25.0;3.672;92896;2014-11-09 13:41:00:868
0.8428;5.0566;7.9679;4.7368;10.1;-31.9;-2.9;201.56;-32.45;-6.04;58.682;19.51976;-96.915504;4338.93;0.0;38.709675;13 / 13;85.3;25.0;3.672;93396;2014-11-09 13:41:01:368
0.8811;5.0566;7.9679;4.7368;9.9;-31.9;-2.9;201.61;-32.69;-6.55;57.645;19.51976;-96.915504;4338.93;0.0;38.709675;13 / 13;85.3;25.0;3.672;93896;2014-11-09 13:41:01:868
0.7278;5.0949;7.9679;4.7368;9.9;-31.9;-2.9;201.71;-33.07;-6.55;58.555;19.51976;-96.915504;4338.93;0.0;38.709675;13 / 13;85.3;25.0;3.672;94396;2014-11-09 13:41:02:368
0.6129;5.2864;7.8147;6.8421;10.1;-31.9;-2.9;201.79;-33.39;-6.58;57.636;19.51976;-96.915504;4338.93;0.0;38.709675;12 / 12;85.3;25.0;3.672;94897;2014-11-09 13:41:02:869
0.5746;5.2481;7.8147;46.6364;11.5;-32.1;-2.5;204.99;-33.8;-4.42;57.753;19.51976;-96.915504;4338.93;0.0;38.709675;12 / 12;85.3;25.0;3.672;95397;2014-11-09 13:41:03:369
0.6129;5.1715;7.9679;51.0;12.1;-32.1;-2.3;204.8;-33.09;-4.46;58.641;19.519756;-96.915504;4338.72;0.0;38.709675;12 / 12;85.3;25.0;3.672;95897;2014-11-09 13:41:03:869
0.5746;5.1715;7.853;49.3636;12.5;-32.3;-2.1;206.59;-33.29;-4.4;58.65;19.519756;-96.915504;4338.72;0.0;38.709675;12 / 12;85.3;25.0;3.672;96511;2014-11-09 13:41:04:483
0.7278;5.2864;7.853;45.0;12.5;-32.3;-2.1;206.48;-33.19;-5.44;59.919;19.51976;-96.91551;4338.58;3.64;38.709675;12 / 12;85.3;25.0;3.672;97011;2014-11-09 13:41:04:983
0.6512;5.2864;7.8147;42.2727;12.7;-32.3;-2.1;206.84;-34.19;-4.48;57.464;19.519764;-96.91552;4338.48;3.27;38.709675;11 / 12;85.3;25.0;3.672;97535;2014-11-09 13:41:05:507
0.3448;4.7501;8.2744;34.0909;12.9;-32.1;-2.8;206.44;-30.28;-1.61;57.481;19.519764;-96.91552;4338.48;3.27;38.709675;11 / 12;85.3;25.0;3.672;98040;2014-11-09 13:41:06:012
0.4597;4.9033;8.1977;34.0909;13.3;-31.5;-4.2;207.97;-31.09;-2.97;58.62;19.519764;-96.91553;4338.46;1.48;25.806452;11 / 12;85.3;25.0;3.672;98554;2014-11-09 13:41:06:526
0.3448;4.9799;8.1594;34.6364;13.3;-31.5;-4.2;207.85;-30.67;-2.41;58.514;19.519764;-96.91553;4338.46;1.48;25.806452;11 / 12;85.3;25.0;3.672;99055;2014-11-09 13:41:07:027
0.0766;4.6735;8.2744;35.7273;13.3;-31.5;-4.0;208.02;-31.24;-2.94;58.597;19.519764;-96.91553;4338.46;1.48;25.806452;11 / 11;85.3;25.0;3.672;99555;2014-11-09 13:41:07:527
0.2682;4.6352;8.351;35.7273;13.5;-31.1;-4.4;209.09;-29.03;-1.31;57.855;19.519764;-96.91553;4338.46;1.48;25.806452;11 / 11;85.3;25.0;3.672;100055;2014-11-09 13:41:08:027
0.4597;4.7501;8.3127;38.4545;13.5;-30.9;-4.8;209.86;-29.71;-3.17;57.732;19.519764;-96.915535;4338.45;1.32;25.806452;11 / 11;85.3;25.0;3.672;100555;2014-11-09 13:41:08:527
0.4214;4.7118;8.3127;14.6296;13.5;-30.9;-4.8;209.86;-29.75;-2.66;56.821;19.519764;-96.915535;4338.45;1.32;25.806452;11 / 11;85.3;25.0;3.672;101055;2014-11-09 13:41:09:027
0.3831;4.5203;8.4659;14.2593;13.7;-30.9;-5.0;209.32;-28.08;-2.59;57.262;19.519764;-96.915535;4338.45;1.32;25.806452;12 / 12;85.3;25.0;3.672;101556;2014-11-09 13:41:09:528
0.3448;4.5586;8.351;14.0741;13.9;-30.7;-5.4;209.27;-28.01;-1.05;60.546;19.519764;-96.915535;4338.45;1.32;25.806452;12 / 12;85.3;25.0;3.672;102056;2014-11-09 13:41:10:028
0.2682;4.5969;8.2361;13.8889;14.1;-30.7;-5.2;209.66;-29.15;-1.86;58.779;19.51976;-96.91555;4338.44;0.0;51.612904;12 / 12;85.3;25.0;3.672;102557;2014-11-09 13:41:10:529
1.0726;5.1332;7.9679;29.7273;14.1;-31.3;-4.4;210.3;-33.48;-7.16;58.304;19.51976;-96.91555;4338.44;0.0;51.612904;12 / 12;85.3;25.0;3.672;103057;2014-11-09 13:41:11:029
1.0726;5.2098;7.9679;4.7368;13.3;-31.9;-3.3;206.9;-32.94;-7.67;65.475;19.51976;-96.91555;4338.44;0.0;51.612904;12 / 12;85.3;25.0;3.672;103558;2014-11-09 13:41:11:530
0.8045;5.0949;8.0062;33.0;13.1;-31.9;-3.1;206.39;-31.39;-8.9;61.411;19.51976;-96.91555;4338.44;0.0;51.612904;12 / 12;85.3;25.0;3.672;104058;2014-11-09 13:41:12:030
0.9577;5.0566;7.9679;5.2632;13.1;-31.9;-3.5;206.75;-32.21;-6.85;57.409;19.519764;-96.91556;4338.29;1.74;51.612904;12 / 12;85.3;25.0;3.672;104558;2014-11-09 13:41:12:530
0.8428;4.7884;8.1594;6.8421;13.1;-31.7;-3.7;207.44;-32.08;-5.49;56.948;19.519764;-96.91556;4338.29;1.74;51.612904;12 / 12;85.3;25.0;3.672;105058;2014-11-09 13:41:13:030
1.1875;4.6735;8.5042;4.7368;12.9;-31.5;-4.1;207.14;-28.56;-7.95;56.722;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;105558;2014-11-09 13:41:13:530
0.996;4.9033;8.1211;4.2105;12.9;-31.3;-4.3;207.49;-29.69;-6.6;58.544;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;106058;2014-11-09 13:41:14:030
1.1109;4.5586;8.3127;13.8889;12.7;-31.3;-4.5;207.14;-28.53;-7.61;61.118;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;106559;2014-11-09 13:41:14:531
0.498;4.5586;8.2361;5.2632;12.9;-31.1;-4.5;207.31;-29.06;-6.8;58.533;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;107059;2014-11-09 13:41:15:031
0.7278;4.7501;8.1594;14.0741;13.3;-30.9;-5.1;208.07;-29.48;-4.22;60.899;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;107559;2014-11-09 13:41:15:531
0.6895;5.1332;8.0062;14.0741;13.1;-31.1;-4.7;208.74;-31.55;-6.46;59.311;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;108079;2014-11-09 13:41:16:051
0.4214;5.0949;8.0062;14.2593;13.1;-31.7;-3.2;207.02;-32.44;-3.01;65.183;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;108580;2014-11-09 13:41:16:552
0.3831;5.2481;8.0062;14.0741;13.3;-31.9;-3.0;207.37;-33.59;-3.06;60.754;19.519764;-96.91556;4338.1;1.72;51.612904;12 / 12;85.3;25.0;3.672;109099;2014-11-09 13:41:17:071
0.6129;5.3247;8.0062;8.9474;13.3;-32.1;-2.4;206.6;-32.89;-2.77;57.785;19.51976;-96.915565;4338.0;0.0;38.709675;12 / 12;85.3;25.0;3.672;109601;2014-11-09 13:41:17:573
0.0766;4.7118;8.2744;13.8889;13.3;-31.5;-4.3;207.27;-28.85;0.0;61.278;19.51976;-96.915565;4338.0;0.0;38.709675;12 / 12;85.3;25.0;3.672;110111;2014-11-09 13:41:18:083
0.2298;4.8267;8.3127;13.8889;13.5;-30.9;-4.7;209.98;-30.13;-1.58;58.331;19.51976;-96.915565;4338.0;0.0;38.709675;12 / 12;85.3;25.0;3.672;110626;2014-11-09 13:41:18:598
0.1532;5.5929;7.6614;14.2593;13.5;-32.2;-1.2;208.87;-36.12;-1.15;57.94;19.51976;-96.915565;4338.0;0.0;38.709675;12 / 12;85.3;25.0;3.672;111147;2014-11-09 13:41:19:119
0.1149;5.5545;7.6614;14.8148;13.5;-32.8;-0.8;208.23;-36.36;-0.86;58.514;19.51976;-96.915565;4338.0;0.0;38.709675;12 / 12;85.3;25.0;3.672;111647;2014-11-09 13:41:19:619
0.1915;5.4013;7.7764;14.2593;13.5;-33.0;-0.5;207.43;-35.8;-1.43;60.571;19.51976;-96.915565;4338.0;0.0;38.709675;12 / 12;85.3;25.0;3.672;112147;2014-11-09 13:41:20:119
0.0;4.4053;8.5808;43.3636;13.8;-32.8;-1.3;207.05;-34.46;-5.99;59.089;19.519753;-96.915565;4337.94;0.0;38.709675;12 / 12;85.3;25.0;3.672;112648;2014-11-09 13:41:20:620
0.2682;5.5162;7.0102;52.6364;19.0;-31.8;-3.2;218.81;-38.18;-2.19;60.006;19.519753;-96.915565;4337.94;0.0;38.709675;12 / 12;85.3;25.0;3.672;113157;2014-11-09 13:41:21:129
0.7278;4.9416;8.0062;40.0909;19.4;-31.4;-3.8;219.73;-36.53;-2.67;60.348;19.519753;-96.915565;4337.94;0.0;38.709675;12 / 12;85.3;25.0;3.672;113658;2014-11-09 13:41:21:630
-0.4214;4.5586;9.2703;9.4737;19.6;-31.6;-4.3;216.7;-26.16;2.6;62.539;19.519753;-96.915565;4337.94;0.0;38.709675;12 / 12;85.3;25.0;3.672;114158;2014-11-09 13:41:22:130
0.6895;4.4053;7.9679;8.4211;14.2;-30.7;-9.6;212.21;-25.09;-13.92;64.839;19.519753;-96.915565;4337.94;0.0;38.709675;12 / 12;85.3;25.0;3.672;114659;2014-11-09 13:41:22:631
0.8811;4.865;6.9336;8.4211;13.9;-30.1;-7.9;215.23;-34.84;-7.24;67.955;19.519753;-96.915565;4337.94;0.0;38.709675;12 / 12;85.3;25.0;3.672;115159;2014-11-09 13:41:23:131
-1.1109;4.5586;6.9719;6.8421;12.4;-31.8;-5.6;206.24;-32.78;5.6;60.757;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;115660;2014-11-09 13:41:23:632
-0.9577;4.367;6.4739;6.8421;11.5;-33.3;-4.1;205.2;-33.24;2.19;69.913;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;116165;2014-11-09 13:41:24:137
-0.2298;4.4436;8.5042;4.7368;-6.7;-25.9;-9.1;160.74;-26.74;-2.15;73.667;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;116666;2014-11-09 13:41:24:638
0.1532;3.6009;8.1977;5.2632;-9.8;-12.7;-19.5;115.92;-23.01;-3.26;67.251;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;117166;2014-11-09 13:41:25:138
0.0766;4.2521;8.4276;4.2105;-9.4;-3.4;-25.1;39.01;-25.57;-4.99;72.095;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;117668;2014-11-09 13:41:25:640
0.5363;3.6009;8.849;4.7368;-7.3;5.3;-26.0;20.4;-22.11;-3.47;73.084;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;118168;2014-11-09 13:41:26:140
-0.0383;3.0646;8.9639;5.2632;-6.5;4.8;-26.8;22.59;-19.81;-0.49;69.017;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;118683;2014-11-09 13:41:26:655
0.0766;3.1029;9.0788;5.2632;-6.3;4.7;-27.0;23.18;-18.87;-0.48;71.514;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;119183;2014-11-09 13:41:27:155
-0.0766;3.2561;8.9256;4.2105;-6.5;4.7;-27.0;23.46;-19.09;-0.24;68.558;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;119683;2014-11-09 13:41:27:655
-0.0766;3.1029;9.0405;5.2632;-6.3;4.5;-27.0;25.26;-18.87;0.73;61.645;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;120183;2014-11-09 13:41:28:155
-0.0383;3.1029;9.0405;4.2105;-6.3;4.1;-27.0;26.1;-19.38;0.49;62.587;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;120683;2014-11-09 13:41:28:655
-0.0383;3.0646;9.0788;6.3158;-6.7;4.1;-26.6;29.81;-18.65;0.24;71.692;19.519745;-96.915565;4337.41;0.0;51.612904;12 / 12;85.3;25.0;3.672;121183;2014-11-09 13:41:29:155
